invoice_id,city,customer_type,product_line,unit_price,quantity,gross_income,date
INV-00528,Bago,Normal,Food and beverages,44.78,7,15.67,2024-08-11
INV-00505,Naypyitaw,Member,Sports and travel,30.41,2,3.04,2024-05-18
INV-00436,Bago,Member,Health and beauty,14.37,3,2.16,2024-11-24
INV-00061,Yangon,Member,Health and beauty,16.8,2,1.68,2024-08-24
INV-00204,Taunggyi,Normal,Sports and travel,93.35,9,42.01,2024-12-24
INV-00074,Bago,Normal,Sports and travel,55.29,3,8.29,2024-02-25
INV-00758,Mandalay,Normal,Fashion accessories,66.1,10,33.05,2024-03-24
INV-00822,Naypyitaw,Normal,Food and beverages,77.54,6,23.26,2024-10-29
INV-00019,Taunggyi,Normal,Home and lifestyle,94.17,7,32.96,2024-05-13
INV-00165,Bago,Member,Food and beverages,51.09,6,15.33,2024-01-18
INV-00428,Taunggyi,Member,Fashion accessories,97.05,1,4.85,2024-03-07
INV-00114,Naypyitaw,Normal,Food and beverages,40.4,5,10.1,2024-07-02
INV-00119,Naypyitaw,Member,Electronic accessories,92.09,8,36.84,2024-09-25
INV-00630,Mandalay,Member,Food and beverages,53.75,3,8.06,2024-07-27
INV-00711,Taunggyi,Normal,Health and beauty,29.97,6,8.99,2024-07-31
INV-00457,Yangon,Normal,Home and lifestyle,69.51,3,10.43,2024-03-08
INV-00293,Bago,Member,Sports and travel,53.69,1,2.68,2024-05-07
INV-00146,Yangon,Member,Electronic accessories,83.31,10,41.66,2024-01-29
INV-00867,Naypyitaw,Member,Electronic accessories,15.65,3,2.35,2024-12-14
INV-00790,Yangon,Normal,Fashion accessories,33.98,6,10.19,2024-09-28
INV-00940,Mandalay,Normal,Electronic accessories,74.27,4,14.85,2024-10-31
INV-00138,Taunggyi,Member,Sports and travel,20.38,6,6.11,2024-04-06
INV-00909,Bago,Member,Sports and travel,12.14,6,3.64,2024-12-20
INV-00579,Naypyitaw,Member,Sports and travel,60.63,6,18.19,2024-12-07
INV-00012,Yangon,Normal,Sports and travel,54.54,6,16.36,2024-08-10
INV-00056,Naypyitaw,Normal,Home and lifestyle,65.42,9,29.44,2024-12-08
INV-00977,Naypyitaw,Normal,Fashion accessories,73.03,10,36.52,2024-01-23
INV-00758,Mandalay,Normal,Fashion accessories,66.1,10,33.05,2024-03-24
INV-00902,Mandalay,Member,Sports and travel,43.59,1,2.18,2024-06-30
INV-00674,Taunggyi,Member,Sports and travel,13.03,10,6.51,2024-12-13
INV-00523,Mandalay,Member,Fashion accessories,23.76,4,4.75,2024-03-12
INV-00706,Bago,Member,Home and lifestyle,63.98,4,12.8,2024-05-03
INV-00738,Mandalay,Member,Home and lifestyle,36.47,1,1.82,2024-02-27
INV-00881,Bago,Member,Fashion accessories,65.46,1,3.27,2024-11-19
INV-00916,Yangon,Normal,Sports and travel,65.09,2,6.51,2024-03-07
INV-00573,Bago,Member,Fashion accessories,69.35,7,24.27,2024-11-03
INV-00628,Yangon,Normal,Fashion accessories,20.53,8,8.21,2024-09-29
INV-00320,Naypyitaw,Member,Electronic accessories,98.26,8,39.3,2024-05-01
INV-00294,Bago,Member,Sports and travel,56.61,8,22.64,2024-12-24
INV-00757,Mandalay,Normal,Health and beauty,12.53,2,1.25,2024-01-18
INV-00546,Taunggyi,Member,Food and beverages,47.94,8,19.18,2024-12-10
INV-00968,Naypyitaw,Member,Home and lifestyle,33.97,6,10.19,2024-10-28
INV-00521,Naypyitaw,Normal,Sports and travel,62.41,5,15.6,2024-03-10
INV-00531,Bago,Normal,Electronic accessories,69.43,6,20.83,2024-05-10
INV-00919,Naypyitaw,Normal,Home and lifestyle,65.01,2,6.5,2024-08-15
INV-00218,Mandalay,Member,Fashion accessories,43.98,10,21.99,2024-12-10
INV-00868,Bago,Member,Home and lifestyle,69.3,10,34.65,2024-03-02
INV-00366,Yangon,Member,Electronic accessories,45.07,4,9.01,2024-11-18
INV-00224,Yangon,Member,Health and beauty,61.0,3,9.15,2024-12-19
INV-00602,Bago,Member,Health and beauty,74.81,8,29.92,2024-07-09
INV-00965,Naypyitaw,Member,Electronic accessories,57.61,6,17.28,2024-02-13
INV-00345,Yangon,Normal,Sports and travel,33.5,4,6.7,2024-08-07
INV-00910,Mandalay,Member,Health and beauty,36.38,6,10.91,2024-04-25
INV-00387,Bago,Normal,Home and lifestyle,16.69,2,1.67,2024-10-20
INV-00529,Taunggyi,Normal,Food and beverages,89.85,5,22.46,2024-05-10
INV-00353,Bago,Normal,Electronic accessories,19.27,2,1.93,2024-11-13
INV-00536,Bago,Member,Food and beverages,58.31,1,2.92,2024-10-23
INV-00210,Bago,Normal,Sports and travel,67.15,3,10.07,2024-06-06
INV-00956,Yangon,Member,Fashion accessories,47.49,3,7.12,2024-12-15
INV-00928,Mandalay,Normal,Electronic accessories,90.57,1,4.53,2024-02-03
INV-00255,Bago,Normal,Electronic accessories,41.17,8,16.47,2024-09-24
INV-00132,Mandalay,Normal,Electronic accessories,23.42,10,11.71,2024-10-24
INV-00268,Bago,Member,Home and lifestyle,54.32,6,16.3,2024-11-13
INV-00828,Yangon,Member,Health and beauty,93.09,9,41.89,2024-11-14
INV-00182,Yangon,Normal,Fashion accessories,21.25,8,8.5,2024-07-30
INV-00897,Bago,Normal,Home and lifestyle,59.92,3,8.99,2024-08-24
INV-00375,Mandalay,Member,Home and lifestyle,52.57,9,23.66,2024-05-04
INV-00062,Taunggyi,Normal,Electronic accessories,66.62,5,16.66,2024-12-19
INV-00307,Taunggyi,Member,Food and beverages,37.41,9,16.83,2024-06-01
INV-00857,Yangon,Normal,Sports and travel,55.45,5,13.86,2024-10-08
INV-00892,Bago,Normal,Health and beauty,84.81,7,29.68,2024-09-20
INV-00264,Yangon,Member,Health and beauty,37.13,2,3.71,2024-04-02
INV-00645,Yangon,Member,Fashion accessories,56.58,4,11.32,2024-05-03
INV-00735,Yangon,Member,Home and lifestyle,89.95,10,44.98,2024-10-07
INV-00208,Naypyitaw,Member,Electronic accessories,47.04,6,14.11,2024-12-03
INV-00487,Mandalay,Member,Home and lifestyle,77.45,6,23.24,2024-10-26
INV-00444,Taunggyi,Member,Home and lifestyle,97.97,5,24.49,2024-03-20
INV-00135,Bago,Member,Health and beauty,74.07,5,18.52,2024-03-03
INV-00505,Naypyitaw,Member,Sports and travel,30.41,2,3.04,2024-05-18
INV-00488,Taunggyi,Normal,Health and beauty,20.0,2,2.0,2024-08-04
INV-00800,Taunggyi,Normal,Sports and travel,88.93,8,35.57,2024-01-06
INV-00085,Yangon,Normal,Home and lifestyle,23.3,4,4.66,2024-01-15
INV-00668,Mandalay,Normal,Food and beverages,97.73,2,9.77,2024-11-01
INV-00671,Taunggyi,Member,Electronic accessories,94.43,3,14.16,2024-08-07
INV-00266,Yangon,Member,Health and beauty,28.58,9,12.86,2024-11-19
INV-00621,Yangon,Normal,Health and beauty,21.26,6,6.38,2024-05-09
INV-00907,Taunggyi,Member,Sports and travel,34.51,6,10.35,2024-07-07
INV-00896,Bago,Normal,Food and beverages,65.36,3,9.8,2024-06-20
INV-00870,Mandalay,Normal,Electronic accessories,18.5,6,5.55,2024-07-31
INV-00352,Yangon,Member,Home and lifestyle,40.13,9,18.06,2024-05-27
INV-00216,Yangon,Normal,Fashion accessories,82.72,6,24.82,2024-02-02
INV-00649,Mandalay,Member,Fashion accessories,53.93,1,2.7,2024-03-01
INV-00840,Naypyitaw,Normal,Sports and travel,30.68,10,15.34,2024-12-08
INV-00664,Mandalay,Normal,Home and lifestyle,76.45,3,11.47,2024-04-15
INV-00214,Mandalay,Normal,Fashion accessories,93.97,5,23.49,2024-07-18
INV-00369,Bago,Member,Sports and travel,45.98,3,6.9,2024-03-26
INV-00837,Yangon,Normal,Health and beauty,67.5,3,10.12,2024-02-16
INV-00927,Taunggyi,Member,Home and lifestyle,24.71,2,2.47,2024-02-16
INV-00196,Naypyitaw,Normal,Home and lifestyle,22.65,5,5.66,2024-07-04
INV-00234,Taunggyi,Member,Sports and travel,54.67,6,16.4,2024-03-02
INV-00563,Taunggyi,Member,Electronic accessories,27.2,5,6.8,2024-02-14
INV-00295,Yangon,Normal,Health and beauty,77.89,6,23.37,2024-09-14
INV-00509,Naypyitaw,Member,Electronic accessories,36.38,1,1.82,2024-06-20
INV-00365,Bago,Normal,Health and beauty,53.57,1,2.68,2024-07-04
INV-00180,Mandalay,Member,Sports and travel,89.6,8,35.84,2024-09-19
INV-00925,Taunggyi,Normal,Home and lifestyle,88.54,3,13.28,2024-10-01
INV-00614,Taunggyi,Member,Health and beauty,66.5,10,33.25,2024-01-16
INV-00475,Taunggyi,Member,Fashion accessories,54.3,7,19.0,2024-10-27
INV-00553,Taunggyi,Normal,Fashion accessories,57.32,6,17.2,2024-01-15
INV-00914,Bago,Member,Home and lifestyle,91.53,1,4.58,2024-05-28
INV-00318,Taunggyi,Normal,Health and beauty,99.52,8,39.81,2024-01-19
INV-00611,Bago,Normal,Electronic accessories,55.76,4,11.15,2024-09-19
INV-00768,Bago,Normal,Sports and travel,76.18,1,3.81,2024-08-12
INV-00912,Naypyitaw,Member,Home and lifestyle,30.5,9,13.73,2024-06-13
INV-00994,Naypyitaw,Normal,Health and beauty,21.9,7,7.66,2024-03-01
INV-00625,Taunggyi,Normal,Fashion accessories,90.13,8,36.05,2024-10-17
INV-00420,Taunggyi,Member,Electronic accessories,81.2,7,28.42,2024-06-11
INV-00363,Naypyitaw,Normal,Health and beauty,69.97,2,7.0,2024-05-10
INV-00951,Yangon,Normal,Fashion accessories,16.0,2,1.6,2024-08-31
INV-00662,Naypyitaw,Normal,Fashion accessories,96.85,4,19.37,2024-06-04
INV-00076,Mandalay,Normal,Home and lifestyle,54.5,7,19.07,2024-02-22
INV-00983,Mandalay,Member,Home and lifestyle,53.06,6,15.92,2024-11-21
INV-00580,Naypyitaw,Normal,Sports and travel,49.01,2,4.9,2024-11-25
INV-00230,Yangon,Member,Health and beauty,57.89,3,8.68,2024-02-28
INV-00238,Taunggyi,Member,Fashion accessories,98.01,9,44.1,2024-12-18
INV-00452,Bago,Member,Fashion accessories,61.3,3,9.19,2024-09-13
INV-00351,Yangon,Member,Electronic accessories,14.92,8,5.97,2024-05-30
INV-00634,Yangon,Member,Food and beverages,73.72,9,33.17,2024-02-13
INV-00082,Mandalay,Normal,Food and beverages,91.56,4,18.31,2024-10-11
INV-00453,Mandalay,Normal,Sports and travel,74.07,10,37.03,2024-11-04
INV-00508,Mandalay,Normal,Health and beauty,91.99,5,23.0,2024-03-03
INV-00289,Taunggyi,Member,Health and beauty,47.42,7,16.6,2024-08-24
INV-00465,Mandalay,Member,Home and lifestyle,53.34,2,5.33,2024-01-28
INV-00691,Naypyitaw,Normal,Sports and travel,54.57,4,10.91,2024-04-30
INV-00506,Bago,Member,Food and beverages,69.82,9,31.42,2024-04-14
INV-00617,Mandalay,Normal,Health and beauty,68.06,8,27.22,2024-11-16
INV-00392,Taunggyi,Member,Home and lifestyle,67.31,6,20.19,2024-06-11
INV-00323,Bago,Normal,Health and beauty,12.61,6,3.78,2024-03-21
INV-00438,Yangon,Member,Electronic accessories,11.47,1,0.57,2024-04-30
INV-00061,Yangon,Member,Health and beauty,16.8,2,1.68,2024-08-24
INV-00781,Mandalay,Normal,Electronic accessories,64.72,6,19.42,2024-05-11
INV-00503,Naypyitaw,Member,Electronic accessories,15.62,5,3.9,2024-10-09
INV-00619,Naypyitaw,Member,Electronic accessories,63.35,6,19.01,2024-12-30
INV-00305,Yangon,Normal,Health and beauty,84.42,10,42.21,2024-03-21
INV-00565,Taunggyi,Member,Fashion accessories,42.46,5,10.62,2024-06-01
INV-00393,Mandalay,Member,Electronic accessories,18.56,4,3.71,2024-11-21
INV-00510,Yangon,Normal,Food and beverages,27.75,6,8.33,2024-06-11
INV-00567,Taunggyi,Normal,Home and lifestyle,48.07,10,24.04,2024-10-07
INV-00242,Yangon,Normal,Food and beverages,92.29,8,36.92,2024-10-09
INV-00169,Mandalay,Normal,Fashion accessories,21.69,10,10.85,2024-08-06
INV-00424,Bago,Member,Fashion accessories,92.34,3,13.85,2024-08-27
INV-00515,Yangon,Normal,Sports and travel,62.61,6,18.78,2024-04-01
INV-00121,Taunggyi,Member,Sports and travel,33.8,8,13.52,2024-06-07
INV-00292,Naypyitaw,Member,Food and beverages,52.45,4,10.49,2024-03-10
INV-00249,Taunggyi,Normal,Sports and travel,33.78,5,8.45,2024-05-14
INV-00032,Taunggyi,Normal,Home and lifestyle,28.67,3,4.3,2024-05-26
INV-00809,Naypyitaw,Normal,Fashion accessories,44.27,2,4.43,2024-03-07
INV-00797,Yangon,Member,Sports and travel,30.88,9,13.9,2024-09-02
INV-00744,Taunggyi,Normal,Electronic accessories,22.01,1,1.1,2024-12-03
INV-00626,Mandalay,Normal,Electronic accessories,38.68,9,17.41,2024-03-01
INV-00190,Bago,Normal,Fashion accessories,29.16,8,11.66,2024-07-05
INV-00732,Naypyitaw,Member,Home and lifestyle,29.72,8,11.89,2024-06-22
INV-00036,Naypyitaw,Member,Home and lifestyle,72.97,4,14.59,2024-04-06
INV-00413,Taunggyi,Normal,Food and beverages,94.15,10,47.08,2024-10-10
INV-00040,Bago,Member,Home and lifestyle,37.87,4,7.57,2024-05-01
INV-00309,Taunggyi,Member,Food and beverages,70.87,5,17.72,2024-02-11
INV-00410,Bago,Normal,Sports and travel,35.5,3,5.33,2024-10-17
INV-00930,Naypyitaw,Member,Home and lifestyle,38.74,3,5.81,2024-06-27
INV-00676,Bago,Normal,Fashion accessories,26.5,4,5.3,2024-05-20
INV-00597,Naypyitaw,Member,Home and lifestyle,83.64,10,41.82,2024-06-05
INV-00818,Taunggyi,Member,Sports and travel,69.61,2,6.96,2024-02-06
INV-00476,Taunggyi,Normal,Food and beverages,19.71,5,4.93,2024-06-03
INV-00917,Mandalay,Normal,Fashion accessories,85.27,10,42.63,2024-09-18
INV-00412,Taunggyi,Member,Fashion accessories,55.91,7,19.57,2024-01-06
INV-00283,Naypyitaw,Member,Electronic accessories,81.61,2,8.16,2024-12-20
INV-00610,Yangon,Member,Home and lifestyle,40.23,5,10.06,2024-11-23
INV-00406,Taunggyi,Normal,Food and beverages,91.27,6,27.38,2024-10-04
INV-00140,Taunggyi,Normal,Fashion accessories,35.37,9,15.92,2024-02-25
INV-00498,Naypyitaw,Member,Sports and travel,30.64,10,15.32,2024-06-07
INV-00813,Taunggyi,Normal,Food and beverages,88.22,3,13.23,2024-10-17
INV-00254,Yangon,Member,Sports and travel,62.62,9,28.18,2024-09-03
INV-00648,Yangon,Normal,Health and beauty,95.47,10,47.74,2024-01-15
INV-00751,Mandalay,Member,Home and lifestyle,81.69,8,32.68,2024-01-16
INV-00069,Mandalay,Normal,Food and beverages,10.93,1,0.55,2024-08-06
INV-00981,Mandalay,Member,Health and beauty,47.06,7,16.47,2024-02-24
INV-00473,Mandalay,Normal,Electronic accessories,69.44,9,31.25,2024-01-05
INV-00236,Bago,Member,Sports and travel,50.48,4,10.1,2024-11-23
INV-00288,Bago,Normal,Home and lifestyle,59.36,10,29.68,2024-05-13
INV-00844,Bago,Member,Food and beverages,29.45,8,11.78,2024-03-17
INV-00859,Bago,Member,Home and lifestyle,40.42,7,14.15,2024-04-25
INV-00569,Taunggyi,Normal,Home and lifestyle,12.06,2,1.21,2024-12-03
INV-00609,Taunggyi,Normal,Health and beauty,72.6,8,29.04,2024-05-31
INV-00276,Yangon,Member,Food and beverages,72.27,1,3.61,2024-01-02
INV-00743,Naypyitaw,Normal,Sports and travel,16.87,9,7.59,2024-09-12
INV-00260,Yangon,Normal,Food and beverages,51.58,2,5.16,2024-01-14
INV-00059,Bago,Normal,Health and beauty,63.16,4,12.63,2024-08-14
INV-00525,Taunggyi,Normal,Food and beverages,62.04,4,12.41,2024-08-27
INV-00591,Bago,Member,Food and beverages,10.72,1,0.54,2024-09-28
INV-00838,Bago,Member,Fashion accessories,98.37,10,49.19,2024-01-06
INV-00976,Taunggyi,Member,Fashion accessories,33.97,4,6.79,2024-08-14
INV-00728,Yangon,Member,Food and beverages,71.57,8,28.63,2024-07-03
INV-00703,Bago,Normal,Sports and travel,95.5,3,14.33,2024-01-01
INV-00223,Taunggyi,Normal,Electronic accessories,78.18,9,35.18,2024-02-29
INV-00037,Mandalay,Member,Home and lifestyle,25.29,8,10.12,2024-08-02
INV-00865,Yangon,Normal,Fashion accessories,88.61,3,13.29,2024-05-24
INV-00113,Mandalay,Normal,Health and beauty,59.53,10,29.77,2024-10-22
INV-00290,Taunggyi,Member,Fashion accessories,46.09,7,16.13,2024-10-12
INV-00162,Bago,Member,Sports and travel,99.68,6,29.9,2024-05-21
INV-00287,Mandalay,Normal,Sports and travel,57.61,2,5.76,2024-03-25
INV-00191,Yangon,Normal,Fashion accessories,51.24,8,20.5,2024-01-28
INV-00586,Yangon,Member,Fashion accessories,56.46,8,22.58,2024-10-27
INV-00535,Yangon,Normal,Health and beauty,79.47,3,11.92,2024-03-02
INV-00187,Yangon,Member,Home and lifestyle,71.49,8,28.6,2024-01-09
INV-00627,Bago,Normal,Electronic accessories,36.73,2,3.67,2024-01-09
INV-00172,Mandalay,Member,Home and lifestyle,47.79,4,9.56,2024-01-12
INV-00853,Yangon,Member,Sports and travel,64.04,9,28.82,2024-10-02
INV-00785,Taunggyi,Member,Fashion accessories,51.08,5,12.77,2024-06-02
INV-00773,Taunggyi,Normal,Food and beverages,73.94,5,18.48,2024-10-21
INV-00026,Naypyitaw,Member,Food and beverages,32.43,2,3.24,2024-12-24
INV-00007,Mandalay,Member,Food and beverages,94.77,3,14.22,2024-05-31
INV-00887,Mandalay,Member,Food and beverages,98.78,7,34.57,2024-09-21
INV-00483,Taunggyi,Normal,Health and beauty,51.84,4,10.37,2024-09-20
INV-00400,Taunggyi,Normal,Electronic accessories,71.02,1,3.55,2024-11-13
INV-00177,Mandalay,Member,Home and lifestyle,18.07,10,9.04,2024-10-18
INV-00638,Bago,Member,Home and lifestyle,21.94,8,8.78,2024-01-08
INV-00093,Taunggyi,Normal,Fashion accessories,90.66,6,27.2,2024-02-17
INV-00604,Naypyitaw,Normal,Health and beauty,57.2,8,22.88,2024-04-01
INV-00081,Taunggyi,Member,Home and lifestyle,63.91,8,25.56,2024-07-30
INV-00106,Bago,Normal,Electronic accessories,18.46,5,4.62,2024-04-10
INV-00241,Bago,Normal,Health and beauty,72.43,9,32.59,2024-12-30
INV-00834,Naypyitaw,Member,Fashion accessories,91.88,7,32.16,2024-12-26
INV-00189,Yangon,Member,Fashion accessories,88.98,8,35.59,2024-05-10
INV-00083,Taunggyi,Member,Health and beauty,75.19,1,3.76,2024-10-16
INV-00705,Mandalay,Member,Home and lifestyle,60.42,1,3.02,2024-08-31
INV-00954,Mandalay,Normal,Home and lifestyle,70.79,3,10.62,2024-07-27
INV-00716,Mandalay,Member,Fashion accessories,96.1,1,4.8,2024-02-20
INV-00605,Bago,Normal,Health and beauty,15.12,7,5.29,2024-07-29
INV-00724,Mandalay,Normal,Home and lifestyle,32.04,7,11.21,2024-03-13
INV-00514,Mandalay,Normal,Health and beauty,17.7,9,7.96,2024-05-02
INV-00349,Yangon,Member,Food and beverages,49.47,7,17.31,2024-07-21
INV-00120,Yangon,Member,Home and lifestyle,31.91,5,7.98,2024-02-15
INV-00313,Mandalay,Member,Fashion accessories,17.94,6,5.38,2024-05-18
INV-00227,Naypyitaw,Member,Health and beauty,82.61,3,12.39,2024-10-04
INV-00250,Bago,Member,Electronic accessories,22.04,5,5.51,2024-07-12
INV-00632,Yangon,Normal,Sports and travel,65.37,9,29.42,2024-12-16
INV-00339,Yangon,Normal,Food and beverages,86.51,4,17.3,2024-02-03
INV-00020,Taunggyi,Member,Electronic accessories,45.81,1,2.29,2024-04-05
INV-00554,Bago,Member,Sports and travel,79.24,5,19.81,2024-03-30
INV-00450,Taunggyi,Member,Health and beauty,84.66,8,33.86,2024-10-09
INV-00197,Naypyitaw,Member,Fashion accessories,71.17,9,32.03,2024-04-12
INV-00685,Mandalay,Normal,Fashion accessories,17.21,9,7.74,2024-05-17
INV-00921,Yangon,Normal,Food and beverages,31.21,1,1.56,2024-07-20
INV-00545,Bago,Member,Sports and travel,27.58,10,13.79,2024-10-07
INV-00297,Yangon,Normal,Sports and travel,22.16,6,6.65,2024-03-28
INV-00396,Bago,Member,Sports and travel,29.1,9,13.1,2024-06-10
INV-00281,Mandalay,Member,Health and beauty,23.86,3,3.58,2024-06-18
INV-00225,Mandalay,Normal,Fashion accessories,47.45,2,4.75,2024-12-09
INV-00195,Mandalay,Member,Home and lifestyle,69.22,8,27.69,2024-02-11
INV-00354,Taunggyi,Member,Sports and travel,56.9,7,19.92,2024-06-09
INV-00086,Yangon,Member,Health and beauty,25.5,8,10.2,2024-09-13
INV-00176,Mandalay,Normal,Sports and travel,71.73,8,28.69,2024-10-23
INV-00709,Taunggyi,Member,Sports and travel,87.0,10,43.5,2024-08-06
INV-00598,Taunggyi,Member,Electronic accessories,76.09,7,26.63,2024-05-11
INV-00843,Naypyitaw,Member,Home and lifestyle,54.48,4,10.9,2024-05-16
INV-00750,Naypyitaw,Normal,Sports and travel,48.45,3,7.27,2024-10-19
INV-00889,Mandalay,Normal,Home and lifestyle,59.65,9,26.84,2024-01-08
INV-00877,Yangon,Member,Health and beauty,63.62,4,12.72,2024-07-05
INV-00118,Taunggyi,Member,Electronic accessories,89.81,7,31.43,2024-08-21
INV-00407,Mandalay,Normal,Fashion accessories,70.42,8,28.17,2024-06-17
INV-00747,Yangon,Normal,Home and lifestyle,34.06,3,5.11,2024-04-29
INV-00795,Naypyitaw,Normal,Fashion accessories,97.19,10,48.59,2024-09-24
INV-00491,Naypyitaw,Normal,Health and beauty,93.42,5,23.36,2024-06-02
INV-00898,Yangon,Normal,Home and lifestyle,87.17,7,30.51,2024-03-23
INV-00846,Taunggyi,Normal,Food and beverages,44.2,10,22.1,2024-05-30
INV-00784,Bago,Normal,Electronic accessories,70.19,8,28.08,2024-07-10
INV-00615,Taunggyi,Member,Electronic accessories,60.47,7,21.16,2024-11-11
INV-00151,Mandalay,Member,Health and beauty,14.22,2,1.42,2024-03-13
INV-00279,Taunggyi,Member,Fashion accessories,69.46,8,27.78,2024-01-10
INV-00376,Yangon,Member,Electronic accessories,70.22,6,21.07,2024-12-04
INV-00823,Yangon,Member,Sports and travel,15.79,6,4.74,2024-09-08
INV-00557,Mandalay,Member,Fashion accessories,84.49,10,42.25,2024-05-17
INV-00766,Taunggyi,Normal,Fashion accessories,20.09,8,8.04,2024-10-07
INV-00379,Yangon,Normal,Electronic accessories,40.85,7,14.3,2024-08-30
INV-00277,Mandalay,Member,Food and beverages,87.03,10,43.52,2024-07-23
INV-00547,Taunggyi,Normal,Electronic accessories,87.46,9,39.36,2024-11-18
INV-00714,Taunggyi,Member,Fashion accessories,41.53,6,12.46,2024-06-08
INV-00832,Taunggyi,Normal,Fashion accessories,63.35,3,9.5,2024-03-24
INV-00460,Yangon,Member,Food and beverages,70.15,6,21.05,2024-03-25
INV-00850,Mandalay,Member,Sports and travel,28.4,10,14.2,2024-02-15
INV-00792,Bago,Normal,Electronic accessories,52.49,7,18.37,2024-09-16
INV-00533,Yangon,Member,Electronic accessories,70.31,4,14.06,2024-08-26
INV-00780,Taunggyi,Member,Food and beverages,21.39,1,1.07,2024-03-11
INV-00650,Yangon,Normal,Electronic accessories,21.53,8,8.61,2024-05-12
INV-00756,Bago,Normal,Health and beauty,97.08,9,43.69,2024-06-30
INV-00235,Taunggyi,Member,Fashion accessories,86.52,3,12.98,2024-01-08
INV-00723,Naypyitaw,Normal,Sports and travel,62.57,5,15.64,2024-02-07
INV-00231,Naypyitaw,Member,Fashion accessories,60.55,7,21.19,2024-03-26
INV-00380,Bago,Member,Sports and travel,88.04,7,30.81,2024-08-17
INV-00164,Mandalay,Member,Health and beauty,18.72,3,2.81,2024-09-02
INV-00386,Bago,Normal,Fashion accessories,15.13,2,1.51,2024-05-09
INV-00779,Yangon,Member,Home and lifestyle,25.83,3,3.87,2024-02-14
INV-00772,Bago,Normal,Electronic accessories,95.74,3,14.36,2024-12-29
INV-00770,Mandalay,Member,Home and lifestyle,46.35,6,13.91,2024-01-18
INV-00112,Mandalay,Normal,Fashion accessories,82.27,6,24.68,2024-04-26
INV-00966,Mandalay,Member,Home and lifestyle,99.24,8,39.7,2024-04-29
INV-00495,Naypyitaw,Normal,Health and beauty,86.31,1,4.32,2024-10-26
INV-00952,Mandalay,Normal,Fashion accessories,61.07,5,15.27,2024-06-02
INV-00955,Bago,Normal,Electronic accessories,11.45,4,2.29,2024-01-27
INV-00502,Bago,Member,Food and beverages,45.71,6,13.71,2024-12-31
INV-00575,Yangon,Normal,Food and beverages,15.31,9,6.89,2024-06-23
INV-00903,Mandalay,Member,Health and beauty,91.34,9,41.1,2024-08-21
INV-00004,Naypyitaw,Member,Electronic accessories,86.58,2,8.66,2024-07-11
INV-00534,Naypyitaw,Normal,Home and lifestyle,38.19,4,7.64,2024-07-24
INV-00327,Taunggyi,Member,Fashion accessories,80.02,2,8.0,2024-10-26
INV-00524,Naypyitaw,Member,Food and beverages,75.36,8,30.14,2024-05-25
INV-00693,Naypyitaw,Normal,Health and beauty,82.84,2,8.28,2024-10-27
INV-00729,Mandalay,Member,Sports and travel,63.73,5,15.93,2024-10-17
INV-00481,Yangon,Member,Food and beverages,60.58,10,30.29,2024-06-05
INV-00066,Bago,Member,Home and lifestyle,69.12,9,31.1,2024-10-11
INV-00149,Mandalay,Normal,Electronic accessories,12.8,3,1.92,2024-09-05
INV-00415,Naypyitaw,Normal,Electronic accessories,50.99,4,10.2,2024-05-20
INV-00791,Yangon,Member,Health and beauty,55.89,5,13.97,2024-01-02
INV-00908,Yangon,Normal,Sports and travel,77.74,2,7.77,2024-02-14
INV-00517,Taunggyi,Normal,Home and lifestyle,22.25,8,8.9,2024-07-08
INV-00584,Mandalay,Normal,Electronic accessories,74.34,9,33.45,2024-12-22
INV-00057,Mandalay,Normal,Food and beverages,45.81,3,6.87,2024-03-27
INV-00471,Mandalay,Normal,Home and lifestyle,17.52,10,8.76,2024-04-04
INV-00847,Naypyitaw,Member,Home and lifestyle,64.37,4,12.87,2024-05-19
INV-00588,Naypyitaw,Normal,Home and lifestyle,76.95,3,11.54,2024-11-16
INV-00841,Yangon,Member,Electronic accessories,93.15,7,32.6,2024-08-16
INV-00594,Mandalay,Member,Sports and travel,80.15,9,36.07,2024-06-18
INV-00324,Taunggyi,Normal,Sports and travel,22.95,8,9.18,2024-12-20
INV-00389,Bago,Normal,Fashion accessories,19.08,1,0.95,2024-07-05
INV-00200,Naypyitaw,Normal,Fashion accessories,95.78,2,9.58,2024-12-30
INV-00612,Yangon,Member,Sports and travel,86.04,8,34.42,2024-08-08
