response_id,respondent_id,question,rating,date
1249,R0143,Ease of Use,3,2024-08-25
1250,R0175,Value for Money,5,2024-11-05
1251,R0168,Value for Money,4,2024-09-18
1252,R0250,Ease of Use,5,2024-12-21
1253,R0287,Overall Satisfaction,5,2024-11-02
1254,R0294,Customer Service,4,2024-06-21
1255,R0047,Overall Satisfaction,4,2024-06-24
1256,R0273,Delivery Speed,5,2024-11-19
1257,R0033,Value for Money,3,2024-05-18
1258,R0148,Delivery Speed,5,2024-04-26
1259,R0161,Value for Money,2,2024-10-16
1260,R0098,Value for Money,3,2024-04-08
1261,R0172,Delivery Speed,4,2024-05-22
1262,R0136,Delivery Speed,4,2024-12-08
1263,R0097,Delivery Speed,2,2024-12-18
1264,R0152,Customer Service,3,2024-12-30
1265,R0278,Delivery Speed,3,2024-04-14
1266,R0237,Delivery Speed,5,2024-03-29
1267,R0061,Overall Satisfaction,3,2024-11-22
1268,R0127,Customer Service,5,2024-11-20
1269,R0173,Customer Service,4,2024-07-10
1270,R0126,Ease of Use,4,2024-05-18
1271,R0291,Ease of Use,5,2024-06-23
1272,R0075,Value for Money,5,2024-02-06
1273,R0130,Product Quality,4,2024-10-08
1274,R0202,Product Quality,1,2024-04-06
1275,R0131,Ease of Use,4,2024-10-08
1276,R0299,Value for Money,5,2024-10-17
1277,R0216,Customer Service,3,2024-01-27
1278,R0219,Overall Satisfaction,4,2024-10-31
1279,R0056,Ease of Use,4,2024-07-17
1280,R0161,Product Quality,2,2024-04-02
1281,R0063,Value for Money,1,2024-01-22
1282,R0036,Value for Money,1,2024-10-07
1283,R0275,Value for Money,2,2024-02-19
1284,R0217,Customer Service,1,2024-12-04
1285,R0291,Product Quality,1,2024-02-27
1286,R0173,Delivery Speed,3,2024-05-25
1287,R0221,Customer Service,2,2024-04-22
1288,R0293,Value for Money,5,2024-06-30
1289,R0122,Customer Service,1,2024-10-10
1290,R0300,Value for Money,2,2024-03-28
1291,R0197,Customer Service,5,2024-11-11
1292,R0009,Customer Service,1,2024-10-19
1293,R0139,Ease of Use,1,2024-02-18
1294,R0127,Ease of Use,2,2024-05-03
1295,R0236,Delivery Speed,2,2024-03-29
1296,R0113,Value for Money,1,2024-01-02
1297,R0123,Overall Satisfaction,3,2024-08-10
1298,R0297,Delivery Speed,4,2024-08-16
1299,R0110,Customer Service,1,2024-02-11
1300,R0210,Overall Satisfaction,4,2024-08-14
1301,R0077,Overall Satisfaction,4,2024-11-10
1302,R0195,Product Quality,5,2024-05-19
1303,R0106,Overall Satisfaction,4,2024-08-11
1304,R0269,Value for Money,3,2024-01-11
1305,R0256,Delivery Speed,5,2024-07-17
1306,R0227,Delivery Speed,2,2024-07-09
1307,R0074,Overall Satisfaction,1,2024-11-03
1308,R0194,Customer Service,4,2024-04-16
1309,R0112,Value for Money,3,2024-07-26
1310,R0141,Customer Service,3,2024-04-28
1311,R0195,Delivery Speed,4,2024-01-13
1312,R0289,Customer Service,1,2024-08-19
1313,R0012,Ease of Use,5,2024-06-25
1314,R0185,Ease of Use,1,2024-09-08
1315,R0224,Overall Satisfaction,4,2024-08-05
1316,R0046,Ease of Use,3,2024-06-27
1317,R0118,Value for Money,3,2024-05-13
1318,R0246,Customer Service,2,2024-04-22
1319,R0300,Overall Satisfaction,5,2024-11-02
1320,R0272,Customer Service,1,2024-07-14
1321,R0187,Product Quality,2,2024-02-16
1322,R0082,Product Quality,5,2024-12-22
1323,R0284,Product Quality,3,2024-02-10
1324,R0269,Value for Money,4,2024-03-17
1325,R0151,Customer Service,4,2024-05-22
1326,R0096,Customer Service,4,2024-06-08
1327,R0086,Delivery Speed,1,2024-04-28
1328,R0048,Delivery Speed,1,2024-10-20
1329,R0091,Value for Money,5,2024-08-28
1330,R0217,Customer Service,2,2024-01-09
1331,R0101,Delivery Speed,1,2024-02-04
1332,R0052,Value for Money,2,2024-09-30
1333,R0064,Ease of Use,5,2024-07-07
1334,R0092,Customer Service,5,2024-04-05
1335,R0126,Product Quality,3,2024-03-28
1336,R0140,Delivery Speed,1,2024-09-13
1337,R0259,Product Quality,4,2024-03-10
1338,R0086,Product Quality,4,2024-03-20
1339,R0068,Customer Service,5,2024-07-07
1340,R0294,Value for Money,4,2024-05-05
1341,R0233,Customer Service,1,2024-12-31
1342,R0128,Customer Service,5,2024-01-22
1343,R0035,Ease of Use,2,2024-01-01
1344,R0148,Ease of Use,5,2024-09-07
1345,R0203,Delivery Speed,5,2024-07-25
1346,R0269,Ease of Use,5,2024-06-30
1347,R0296,Overall Satisfaction,4,2024-05-08
1348,R0269,Ease of Use,2,2024-09-14
1349,R0256,Customer Service,1,2024-04-15
1350,R0038,Delivery Speed,3,2024-06-01
1351,R0060,Delivery Speed,4,2024-07-14
1352,R0193,Value for Money,3,2024-01-13
1353,R0162,Ease of Use,2,2024-01-09
1354,R0111,Ease of Use,2,2024-08-18
1355,R0072,Overall Satisfaction,3,2024-07-21
1356,R0126,Customer Service,1,2024-04-26
1357,R0225,Value for Money,4,2024-07-23
1358,R0239,Overall Satisfaction,4,2024-07-09
1359,R0105,Ease of Use,2,2024-07-31
1360,R0027,Customer Service,2,2024-11-23
1361,R0052,Value for Money,3,2024-01-28
1362,R0180,Ease of Use,4,2024-11-30
1363,R0222,Product Quality,5,2024-05-30
1364,R0182,Delivery Speed,5,2024-09-01
1365,R0021,Ease of Use,1,2024-06-29
1366,R0170,Customer Service,3,2024-09-16
1367,R0085,Product Quality,1,2024-03-15
1368,R0288,Value for Money,1,2024-01-13
1369,R0261,Customer Service,5,2024-07-09
1370,R0013,Ease of Use,4,2024-06-20
1371,R0236,Value for Money,5,2024-06-16
1372,R0146,Value for Money,1,2024-09-21
1373,R0300,Product Quality,4,2024-09-06
1374,R0222,Delivery Speed,1,2024-12-07
1375,R0281,Overall Satisfaction,5,2024-09-16
1376,R0035,Customer Service,4,2024-06-18
1377,R0226,Overall Satisfaction,3,2024-03-14
1378,R0073,Customer Service,1,2024-11-11
1379,R0197,Value for Money,4,2024-04-22
1380,R0022,Product Quality,3,2024-01-07
1381,R0069,Customer Service,4,2024-10-18
1382,R0100,Ease of Use,2,2024-08-06
1383,R0281,Delivery Speed,3,2024-04-17
1384,R0001,Product Quality,2,2024-01-20
1385,R0136,Overall Satisfaction,4,2024-02-03
1386,R0113,Ease of Use,2,2024-12-10
1387,R0253,Product Quality,1,2024-12-08
1388,R0236,Value for Money,5,2024-07-09
1389,R0241,Value for Money,5,2024-10-12
1390,R0281,Overall Satisfaction,3,2024-11-19
1391,R0168,Delivery Speed,2,2024-12-07
1392,R0267,Overall Satisfaction,3,2024-10-31
1393,R0126,Customer Service,1,2024-08-10
1394,R0248,Value for Money,3,2024-09-17
1395,R0154,Ease of Use,4,2024-01-27
1396,R0154,Value for Money,1,2024-03-16
1397,R0285,Customer Service,2,2024-05-07
1398,R0238,Customer Service,1,2024-12-23
1399,R0278,Delivery Speed,3,2024-07-30
1400,R0205,Ease of Use,5,2024-06-18
1401,R0154,Product Quality,2,2024-03-24
1402,R0247,Overall Satisfaction,1,2024-06-09
1403,R0030,Ease of Use,4,2024-08-09
1404,R0079,Ease of Use,4,2024-01-16
1405,R0171,Value for Money,1,2024-06-06
1406,R0121,Ease of Use,4,2024-07-21
1407,R0110,Ease of Use,4,2024-04-30
1408,R0147,Customer Service,5,2024-03-25
1409,R0173,Customer Service,5,2024-06-16
1410,R0193,Product Quality,1,2024-02-12
1411,R0043,Overall Satisfaction,1,2024-03-17
1412,R0277,Ease of Use,4,2024-02-17
1413,R0078,Product Quality,1,2024-08-29
1414,R0091,Product Quality,2,2024-05-29
1415,R0188,Overall Satisfaction,3,2024-12-07
1416,R0293,Product Quality,1,2024-03-25
1417,R0159,Value for Money,1,2024-01-20
1418,R0299,Product Quality,1,2024-11-10
1419,R0001,Customer Service,2,2024-07-19
1420,R0252,Product Quality,3,2024-10-30
1421,R0150,Delivery Speed,5,2024-02-06
1422,R0146,Customer Service,1,2024-08-24
1423,R0134,Customer Service,5,2024-02-19
1424,R0255,Delivery Speed,2,2024-12-18
1425,R0146,Product Quality,4,2024-06-22
1426,R0084,Overall Satisfaction,4,2024-08-19
1427,R0184,Delivery Speed,3,2024-05-30
1428,R0206,Ease of Use,2,2024-06-07
1429,R0168,Customer Service,2,2024-08-24
1430,R0077,Overall Satisfaction,2,2024-01-19
1431,R0041,Product Quality,5,2024-03-01
1432,R0076,Product Quality,4,2024-03-05
1433,R0077,Overall Satisfaction,1,2024-05-24
1434,R0171,Overall Satisfaction,3,2024-10-23
1435,R0123,Overall Satisfaction,4,2024-08-10
1436,R0210,Product Quality,5,2024-10-27
1437,R0155,Overall Satisfaction,2,2024-08-30
1438,R0018,Value for Money,2,2024-07-19
1439,R0099,Value for Money,1,2024-01-26
1440,R0017,Value for Money,4,2024-04-05
1441,R0255,Ease of Use,4,2024-12-29
1442,R0166,Ease of Use,2,2024-06-16
1443,R0217,Overall Satisfaction,3,2024-10-17
1444,R0095,Product Quality,2,2024-05-08
1445,R0213,Product Quality,4,2024-06-20
1446,R0076,Product Quality,2,2024-05-02
1447,R0263,Delivery Speed,4,2024-05-22
1448,R0104,Overall Satisfaction,2,2024-08-01
1449,R0020,Product Quality,3,2024-12-30
1450,R0176,Delivery Speed,3,2024-06-21
1451,R0002,Product Quality,4,2024-09-13
1452,R0104,Customer Service,2,2024-06-19
1453,R0259,Value for Money,5,2024-07-19
1454,R0271,Delivery Speed,5,2024-11-09
1455,R0101,Ease of Use,1,2024-08-20
1456,R0281,Value for Money,5,2024-08-21
1457,R0023,Value for Money,3,2024-01-10
1458,R0209,Delivery Speed,1,2024-08-30
1459,R0214,Ease of Use,5,2024-10-19
1460,R0119,Value for Money,5,2024-04-24
1461,R0231,Value for Money,3,2024-11-29
1462,R0020,Customer Service,5,2024-05-10
1463,R0203,Value for Money,1,2024-09-28
1464,R0118,Product Quality,2,2024-08-18
1465,R0123,Ease of Use,1,2024-08-08
1466,R0025,Product Quality,3,2024-10-01
1467,R0280,Ease of Use,1,2024-09-13
1468,R0157,Delivery Speed,1,2024-09-11
1469,R0298,Customer Service,5,2024-12-04
1470,R0283,Value for Money,1,2024-04-30
1471,R0200,Delivery Speed,3,2024-03-31
1472,R0280,Overall Satisfaction,2,2024-01-08
1473,R0220,Product Quality,3,2024-11-27
1474,R0126,Ease of Use,1,2024-02-20
1475,R0067,Overall Satisfaction,3,2024-03-27
1476,R0150,Overall Satisfaction,3,2024-07-31
1477,R0083,Ease of Use,2,2024-03-24
1478,R0186,Product Quality,3,2024-06-07
1479,R0278,Overall Satisfaction,5,2024-11-23
1480,R0036,Product Quality,2,2024-03-03
1481,R0002,Customer Service,1,2024-05-18
1482,R0092,Product Quality,4,2024-06-21
1483,R0063,Delivery Speed,5,2024-08-26
1484,R0262,Product Quality,4,2024-12-08
1485,R0143,Product Quality,3,2024-02-17
1486,R0181,Customer Service,4,2024-04-06
1487,R0280,Value for Money,1,2024-11-13
1488,R0045,Product Quality,2,2024-03-15
1489,R0176,Customer Service,5,2024-12-19
1490,R0274,Customer Service,4,2024-11-19
1491,R0180,Product Quality,3,2024-07-18
1492,R0222,Product Quality,5,2024-07-25
1493,R0109,Customer Service,2,2024-11-13
1494,R0248,Delivery Speed,1,2024-04-26
1495,R0254,Delivery Speed,4,2024-07-17
1496,R0165,Overall Satisfaction,3,2024-04-11
1497,R0022,Product Quality,4,2024-04-06
1498,R0002,Delivery Speed,3,2024-01-09
1499,R0191,Overall Satisfaction,3,2024-07-31
1500,R0004,Value for Money,4,2024-02-13
1501,R0069,Product Quality,5,2024-09-23
1502,R0288,Product Quality,5,2024-03-10
1503,R0243,Ease of Use,5,2024-10-09
1504,R0175,Product Quality,5,2024-01-17
1505,R0163,Customer Service,3,2024-10-01
1506,R0218,Value for Money,1,2024-02-24
1507,R0029,Value for Money,2,2024-12-22
1508,R0133,Ease of Use,2,2024-05-23
1509,R0175,Ease of Use,1,2024-09-28
1510,R0187,Product Quality,4,2024-06-06
1511,R0154,Ease of Use,1,2024-01-14
1512,R0146,Value for Money,2,2024-12-30
1513,R0048,Customer Service,5,2024-11-04
1514,R0052,Value for Money,1,2024-02-18
1515,R0136,Value for Money,3,2024-03-04
1516,R0094,Delivery Speed,2,2024-10-25
1517,R0041,Customer Service,1,2024-05-21
1518,R0160,Delivery Speed,5,2024-02-10
1519,R0282,Delivery Speed,5,2024-06-01
1520,R0283,Overall Satisfaction,3,2024-02-21
1521,R0207,Product Quality,3,2024-08-03
1522,R0048,Overall Satisfaction,3,2024-05-17
1523,R0027,Customer Service,1,2024-02-18
1524,R0003,Product Quality,4,2024-01-22
1525,R0241,Value for Money,4,2024-10-04
1526,R0055,Value for Money,2,2024-10-29
1527,R0288,Customer Service,1,2024-06-20
1528,R0087,Customer Service,5,2024-12-24
1529,R0054,Overall Satisfaction,1,2024-08-28
1530,R0112,Overall Satisfaction,2,2024-03-27
1531,R0261,Customer Service,4,2024-01-03
1532,R0268,Value for Money,5,2024-04-06
1533,R0253,Delivery Speed,2,2024-01-31
1534,R0221,Customer Service,5,2024-12-07
1535,R0199,Customer Service,5,2024-05-29
1536,R0177,Customer Service,4,2024-10-29
1537,R0211,Delivery Speed,3,2024-05-17
1538,R0128,Delivery Speed,1,2024-12-27
1539,R0216,Value for Money,5,2024-09-11
1540,R0001,Product Quality,4,2024-10-29
1541,R0098,Overall Satisfaction,3,2024-12-19
1542,R0066,Delivery Speed,2,2024-11-24
1543,R0298,Product Quality,2,2024-03-08
1544,R0021,Customer Service,2,2024-01-24
1545,R0037,Overall Satisfaction,4,2024-03-09
1546,R0112,Value for Money,1,2024-10-21
1547,R0002,Overall Satisfaction,2,2024-02-26
1548,R0008,Ease of Use,1,2024-06-23
1549,R0106,Ease of Use,2,2024-03-16
1550,R0064,Value for Money,3,2024-07-29
1551,R0194,Overall Satisfaction,5,2024-12-14
1552,R0141,Ease of Use,2,2024-11-21
1553,R0075,Customer Service,4,2024-06-29
1554,R0097,Overall Satisfaction,2,2024-09-07
1555,R0251,Value for Money,4,2024-01-26
1556,R0130,Product Quality,4,2024-08-25
1557,R0082,Product Quality,1,2024-08-22
1558,R0269,Value for Money,2,2024-07-30
1559,R0057,Value for Money,2,2024-05-25
1560,R0144,Customer Service,4,2024-01-08
1561,R0243,Delivery Speed,1,2024-10-27
1562,R0233,Value for Money,3,2024-11-25
1563,R0115,Ease of Use,2,2024-12-18
1564,R0142,Ease of Use,4,2024-05-18
1565,R0083,Ease of Use,2,2024-08-12
1566,R0069,Product Quality,2,2024-11-26
1567,R0249,Ease of Use,2,2024-10-09
1568,R0261,Overall Satisfaction,2,2024-02-26
1569,R0138,Overall Satisfaction,3,2024-09-24
1570,R0131,Overall Satisfaction,1,2024-05-19
1571,R0265,Value for Money,4,2024-01-11
1572,R0033,Delivery Speed,1,2024-05-03
1573,R0145,Value for Money,2,2024-12-08
1574,R0285,Delivery Speed,5,2024-09-28
1575,R0094,Overall Satisfaction,4,2024-09-27
1576,R0002,Customer Service,1,2024-06-16
1577,R0284,Ease of Use,5,2024-06-23
1578,R0001,Ease of Use,2,2024-04-05
1579,R0056,Overall Satisfaction,3,2024-08-05
1580,R0129,Overall Satisfaction,3,2024-10-27
1581,R0103,Overall Satisfaction,4,2024-12-08
1582,R0290,Delivery Speed,3,2024-02-19
1583,R0195,Ease of Use,5,2024-04-10
1584,R0126,Value for Money,1,2024-06-21
1585,R0183,Ease of Use,2,2024-09-29
1586,R0171,Ease of Use,2,2024-08-08
1587,R0288,Product Quality,1,2024-02-22
1588,R0290,Customer Service,2,2024-07-29
1589,R0023,Customer Service,4,2024-07-30
1590,R0274,Overall Satisfaction,1,2024-02-22
1591,R0281,Ease of Use,2,2024-04-23
1592,R0110,Customer Service,3,2024-02-19
1593,R0019,Value for Money,1,2024-10-27
1594,R0210,Product Quality,3,2024-11-25
1595,R0231,Customer Service,1,2024-06-23
1596,R0122,Delivery Speed,1,2024-02-17
1597,R0129,Delivery Speed,5,2024-11-18
1598,R0124,Product Quality,4,2024-12-18
1599,R0142,Delivery Speed,2,2024-12-02
1600,R0004,Ease of Use,2,2024-07-29
1601,R0170,Product Quality,1,2024-09-14
1602,R0299,Customer Service,5,2024-05-22
1603,R0001,Ease of Use,3,2024-07-01
1604,R0232,Delivery Speed,2,2024-01-14
1605,R0050,Overall Satisfaction,5,2024-01-11
1606,R0141,Customer Service,2,2024-03-21
1607,R0120,Overall Satisfaction,1,2024-04-01
1608,R0101,Customer Service,2,2024-03-08
1609,R0152,Ease of Use,1,2024-12-04
1610,R0231,Customer Service,5,2024-03-09
1611,R0017,Product Quality,2,2024-07-06
1612,R0154,Overall Satisfaction,4,2024-03-19
1613,R0033,Customer Service,4,2024-07-12
1614,R0004,Customer Service,3,2024-01-18
1615,R0273,Customer Service,4,2024-02-25
1616,R0044,Customer Service,2,2024-02-07
1617,R0079,Ease of Use,1,2024-08-10
1618,R0118,Overall Satisfaction,2,2024-05-16
1619,R0267,Overall Satisfaction,5,2024-12-12
1620,R0272,Delivery Speed,5,2024-06-17
1621,R0232,Customer Service,5,2024-09-29
1622,R0291,Customer Service,4,2024-08-05
1623,R0089,Delivery Speed,4,2024-05-22
1624,R0162,Value for Money,5,2024-04-19
1625,R0011,Customer Service,4,2024-05-31
1626,R0193,Delivery Speed,4,2024-02-16
1627,R0298,Product Quality,2,2024-01-28
1628,R0118,Overall Satisfaction,5,2024-02-27
1629,R0287,Ease of Use,4,2024-11-28
1630,R0298,Overall Satisfaction,2,2024-01-28
1631,R0266,Customer Service,5,2024-04-28
1632,R0065,Customer Service,1,2024-09-17
1633,R0279,Product Quality,2,2024-10-02
1634,R0283,Product Quality,3,2024-09-25
1635,R0276,Product Quality,3,2024-05-13
1636,R0171,Delivery Speed,2,2024-04-01
1637,R0023,Ease of Use,4,2024-04-15
1638,R0072,Customer Service,1,2024-09-22
1639,R0076,Delivery Speed,4,2024-02-06
1640,R0217,Overall Satisfaction,5,2024-02-11
1641,R0165,Ease of Use,2,2024-12-14
1642,R0142,Value for Money,1,2024-01-17
1643,R0006,Product Quality,1,2024-01-16
1644,R0043,Value for Money,2,2024-11-22
1645,R0300,Product Quality,1,2024-12-18
1646,R0098,Ease of Use,1,2024-08-12
1647,R0276,Overall Satisfaction,3,2024-01-30
1648,R0014,Overall Satisfaction,2,2024-06-29
1649,R0161,Ease of Use,1,2024-09-15
1650,R0149,Value for Money,3,2024-03-22
1651,R0044,Delivery Speed,2,2024-11-03
1652,R0296,Delivery Speed,4,2024-05-27
1653,R0252,Delivery Speed,1,2024-03-18
1654,R0090,Value for Money,5,2024-11-14
1655,R0022,Value for Money,4,2024-08-28
1656,R0021,Delivery Speed,4,2024-08-27
1657,R0014,Product Quality,5,2024-01-26
1658,R0002,Overall Satisfaction,3,2024-05-05
1659,R0194,Value for Money,3,2024-02-15
1660,R0186,Overall Satisfaction,5,2024-05-20
1661,R0272,Customer Service,4,2024-07-12
1662,R0289,Product Quality,2,2024-07-30
1663,R0077,Value for Money,5,2024-04-26
1664,R0165,Value for Money,1,2024-07-06
1665,R0159,Customer Service,5,2024-07-11
1666,R0022,Delivery Speed,1,2024-11-16
1667,R0241,Product Quality,4,2024-04-16
1668,R0124,Ease of Use,5,2024-11-10
1669,R0286,Ease of Use,5,2024-06-30
1670,R0009,Delivery Speed,5,2024-04-04
1671,R0065,Product Quality,1,2024-05-17
1672,R0025,Product Quality,4,2024-05-09
1673,R0271,Product Quality,5,2024-09-27
1674,R0003,Value for Money,3,2024-11-25
1675,R0091,Delivery Speed,4,2024-09-12
1676,R0128,Delivery Speed,2,2024-07-12
1677,R0097,Delivery Speed,1,2024-07-23
1678,R0138,Customer Service,2,2024-12-10
1679,R0034,Customer Service,4,2024-11-12
1680,R0152,Overall Satisfaction,2,2024-09-24
1681,R0293,Overall Satisfaction,3,2024-07-27
1682,R0153,Customer Service,1,2024-05-04
1683,R0215,Overall Satisfaction,2,2024-07-07
1684,R0271,Ease of Use,2,2024-02-23
1685,R0159,Value for Money,1,2024-08-24
1686,R0021,Ease of Use,3,2024-11-19
1687,R0200,Customer Service,3,2024-07-10
1688,R0149,Product Quality,2,2024-07-25
1689,R0118,Overall Satisfaction,3,2024-06-23
1690,R0279,Overall Satisfaction,2,2024-05-30
1691,R0099,Overall Satisfaction,1,2024-12-08
1692,R0044,Ease of Use,4,2024-06-06
1693,R0211,Value for Money,3,2024-09-19
1694,R0295,Delivery Speed,5,2024-01-12
1695,R0116,Overall Satisfaction,1,2024-07-07
1696,R0124,Delivery Speed,5,2024-09-22
1697,R0092,Value for Money,3,2024-03-09
1698,R0239,Delivery Speed,1,2024-12-10
1699,R0175,Product Quality,3,2024-12-17
1700,R0030,Value for Money,2,2024-04-14
1701,R0111,Customer Service,3,2024-04-09
1702,R0270,Value for Money,5,2024-06-10
1703,R0063,Ease of Use,2,2024-03-13
1704,R0053,Product Quality,1,2024-12-30
1705,R0233,Delivery Speed,4,2024-03-04
1706,R0279,Product Quality,5,2024-04-11
1707,R0124,Delivery Speed,1,2024-11-19
1708,R0102,Ease of Use,2,2024-03-09
1709,R0208,Overall Satisfaction,3,2024-04-25
1710,R0021,Ease of Use,1,2024-02-09
1711,R0043,Delivery Speed,5,2024-09-11
1712,R0168,Ease of Use,1,2024-08-24
1713,R0257,Ease of Use,5,2024-09-25
1714,R0005,Product Quality,2,2024-04-16
1715,R0014,Product Quality,5,2024-02-24
1716,R0172,Ease of Use,1,2024-10-08
1717,R0066,Delivery Speed,5,2024-01-07
1718,R0126,Overall Satisfaction,4,2024-06-19
1719,R0242,Overall Satisfaction,4,2024-05-15
1720,R0146,Delivery Speed,1,2024-07-31
1721,R0002,Delivery Speed,2,2024-07-19
1722,R0189,Delivery Speed,3,2024-03-09
1723,R0030,Product Quality,3,2024-11-05
1724,R0037,Product Quality,5,2024-11-23
1725,R0295,Value for Money,1,2024-10-03
1726,R0150,Customer Service,2,2024-07-22
1727,R0272,Ease of Use,3,2024-01-14
1728,R0072,Ease of Use,2,2024-03-28
1729,R0081,Customer Service,5,2024-11-04
1730,R0259,Customer Service,1,2024-05-02
1731,R0232,Value for Money,3,2024-06-21
1732,R0215,Product Quality,1,2024-05-10
1733,R0019,Overall Satisfaction,3,2024-03-07
1734,R0267,Delivery Speed,4,2024-01-22
1735,R0188,Overall Satisfaction,1,2024-06-21
1736,R0122,Ease of Use,4,2024-08-07
1737,R0223,Overall Satisfaction,1,2024-09-22
1738,R0050,Product Quality,2,2024-08-06
1739,R0010,Product Quality,2,2024-01-29
1740,R0267,Customer Service,3,2024-07-18
1741,R0204,Delivery Speed,1,2024-01-14
1742,R0198,Customer Service,4,2024-02-07
1743,R0165,Overall Satisfaction,2,2024-02-21
1744,R0090,Customer Service,3,2024-06-23
1745,R0183,Product Quality,4,2024-09-17
1746,R0282,Customer Service,4,2024-10-19
1747,R0056,Ease of Use,4,2024-08-05
1748,R0288,Overall Satisfaction,2,2024-11-14
1749,R0108,Delivery Speed,3,2024-05-28
1750,R0021,Product Quality,2,2024-06-04
1751,R0284,Product Quality,5,2024-08-17
1752,R0100,Value for Money,3,2024-05-01
1753,R0245,Overall Satisfaction,5,2024-09-27
1754,R0070,Ease of Use,1,2024-04-18
1755,R0120,Overall Satisfaction,3,2024-11-10
1756,R0064,Product Quality,1,2024-12-07
1757,R0190,Ease of Use,1,2024-11-06
1758,R0025,Delivery Speed,3,2024-10-16
1759,R0298,Overall Satisfaction,1,2024-05-28
1760,R0147,Delivery Speed,2,2024-01-09
1761,R0232,Value for Money,5,2024-03-25
1762,R0207,Delivery Speed,5,2024-11-15
1763,R0216,Delivery Speed,5,2024-07-11
1764,R0152,Delivery Speed,5,2024-11-03
1765,R0234,Product Quality,5,2024-05-31
1766,R0075,Delivery Speed,3,2024-10-23
1767,R0197,Overall Satisfaction,5,2024-05-07
1768,R0076,Value for Money,5,2024-02-22
1769,R0151,Product Quality,5,2024-06-07
1770,R0292,Delivery Speed,2,2024-03-30
1771,R0098,Product Quality,2,2024-04-24
1772,R0151,Customer Service,4,2024-07-25
1773,R0289,Delivery Speed,1,2024-07-27
1774,R0012,Delivery Speed,4,2024-03-20
1775,R0204,Overall Satisfaction,1,2024-08-22
1776,R0214,Product Quality,4,2024-03-30
1777,R0111,Value for Money,5,2024-04-26
1778,R0267,Delivery Speed,2,2024-06-15
1779,R0186,Overall Satisfaction,2,2024-09-23
1780,R0071,Overall Satisfaction,5,2024-01-09
1781,R0146,Product Quality,3,2024-07-27
1782,R0061,Customer Service,5,2024-11-08
1783,R0223,Value for Money,1,2024-10-08
1784,R0076,Ease of Use,5,2024-07-02
1785,R0279,Overall Satisfaction,2,2024-08-10
1786,R0137,Product Quality,5,2024-07-14
1787,R0294,Ease of Use,3,2024-07-27
1788,R0038,Customer Service,1,2024-10-14
1789,R0247,Ease of Use,1,2024-12-10
1790,R0075,Customer Service,5,2024-06-09
1791,R0293,Value for Money,1,2024-05-08
1792,R0099,Value for Money,4,2024-10-04
1793,R0077,Customer Service,5,2024-06-08
1794,R0261,Value for Money,1,2024-01-16
1795,R0085,Ease of Use,2,2024-01-01
1796,R0004,Overall Satisfaction,5,2024-08-10
1797,R0201,Ease of Use,1,2024-01-29
1798,R0060,Ease of Use,5,2024-04-13
1799,R0039,Product Quality,2,2024-11-09
1800,R0172,Product Quality,1,2024-02-03
1801,R0193,Delivery Speed,1,2024-11-09
1802,R0143,Product Quality,3,2024-11-18
1803,R0038,Overall Satisfaction,3,2024-01-28
1804,R0233,Ease of Use,2,2024-11-18
1805,R0268,Customer Service,5,2024-08-14
1806,R0211,Overall Satisfaction,2,2024-01-26
1807,R0189,Customer Service,3,2024-05-18
1808,R0009,Ease of Use,4,2024-08-14
1809,R0145,Ease of Use,2,2024-01-30
1810,R0230,Customer Service,4,2024-07-29
1811,R0067,Delivery Speed,2,2024-06-25
1812,R0010,Delivery Speed,1,2024-09-08
1813,R0243,Ease of Use,1,2024-03-23
1814,R0290,Overall Satisfaction,5,2024-02-04
1815,R0135,Product Quality,4,2024-09-25
1816,R0274,Value for Money,1,2024-04-09
1817,R0102,Customer Service,4,2024-04-28
1818,R0046,Customer Service,3,2024-07-02
1819,R0088,Customer Service,3,2024-07-24
1820,R0056,Ease of Use,5,2024-02-10
1821,R0238,Product Quality,2,2024-03-25
1822,R0053,Product Quality,5,2024-03-24
1823,R0001,Ease of Use,1,2024-04-22
1824,R0217,Customer Service,5,2024-12-08
1825,R0163,Customer Service,4,2024-09-10
1826,R0280,Delivery Speed,3,2024-07-11
1827,R0063,Customer Service,2,2024-08-17
1828,R0039,Overall Satisfaction,5,2024-05-31
1829,R0158,Value for Money,5,2024-01-26
1830,R0087,Delivery Speed,3,2024-01-25
1831,R0073,Ease of Use,3,2024-09-18
1832,R0023,Product Quality,4,2024-05-21
1833,R0146,Product Quality,2,2024-08-19
1834,R0105,Overall Satisfaction,3,2024-02-22
1835,R0204,Ease of Use,5,2024-02-25
1836,R0073,Ease of Use,4,2024-12-07
1837,R0263,Customer Service,2,2024-02-08
1838,R0008,Customer Service,1,2024-09-08
1839,R0275,Customer Service,1,2024-11-17
1840,R0100,Value for Money,5,2024-08-02
1841,R0088,Delivery Speed,5,2024-06-23
1842,R0252,Overall Satisfaction,5,2024-08-12
1843,R0120,Ease of Use,2,2024-10-03
1844,R0125,Product Quality,5,2024-03-31
1845,R0279,Overall Satisfaction,3,2024-07-28
1846,R0015,Value for Money,2,2024-10-20
1847,R0231,Overall Satisfaction,1,2024-09-09
1848,R0279,Overall Satisfaction,4,2024-07-25
1849,R0061,Ease of Use,4,2024-12-24
1850,R0032,Ease of Use,4,2024-04-30
1851,R0208,Delivery Speed,2,2024-01-08
1852,R0187,Product Quality,4,2024-10-03
